update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
66,135168,1076.8143792293336,88,0.9267873588361238,0.031529823627558455,0.8163999915122986,0.9675999879837036,20.33684210526316,8.758286934538102,9.0,51.0,1.407153233885765,0.8192104697227478,0.016908601741306484,0.0020970969198970124,0.07518790476078115,0.9267873588361238,0.031529823627558455,0.8163999915122986,0.9675999879837036
67,137216,1095.8169188531824,89,0.9310461448935362,0.026264284915338665,0.8055999875068665,0.9747999906539917,19.153846153846153,7.2956378309882375,7.0,54.0,1.3659263998270035,0.8157197758555412,-0.005342911899788305,0.0017529281467432156,0.06538183162082514,0.9310461448935362,0.026264284915338665,0.8055999875068665,0.9747999906539917
68,139264,1076.8143792293336,91,0.9235504649934314,0.09292435779096464,0.0,0.9675999879837036,20.97142857142857,23.190908375751846,9.0,250.0,1.343901202082634,0.8290024623274803,-0.009387397149112076,0.002658629644429311,0.06174436273116167,0.9235504649934314,0.09292435779096464,0.0,0.9675999879837036
69,141312,1081.9305506136382,93,0.9368638536509346,0.020416952480466242,0.8560000061988831,0.9711999893188477,17.537815126050422,5.671378703877604,8.0,40.0,1.3371720612049103,0.8453041613101959,-0.0060467505536507815,0.0016903397627174854,0.050170038309572076,0.9368638536509346,0.020416952480466242,0.8560000061988831,0.9711999893188477
70,143360,1111.8707921227174,95,0.9306150854758497,0.03883787228330448,0.6399999856948853,0.9747999906539917,19.27358490566038,10.788299933276706,7.0,100.0,1.390031710267067,0.8322120979428291,0.004599084553774446,0.0020445804548216984,0.04869319845200375,0.9306150854758497,0.03883787228330448,0.6399999856948853,0.9747999906539917
71,145408,1134.650276327092,97,0.9233499951660633,0.03126734355004524,0.8019999861717224,0.9675999879837036,21.291666666666668,8.685376439100892,9.0,55.0,1.3730478584766388,0.8201837167143822,0.007763809349853545,0.0015448374033439904,0.04523969741355089,0.9233499951660633,0.03126734355004524,0.8019999861717224,0.9675999879837036
72,147456,1081.3602774950218,99,0.933221611890707,0.024818280430024087,0.8379999995231628,0.9747999906539917,18.54954954954955,6.893970127685405,7.0,45.0,1.274587795138359,0.8339395001530647,-0.013966988190077245,0.0013187436561565846,0.045506471063397724,0.933221611890707,0.024818280430024087,0.8379999995231628,0.9747999906539917
73,149504,1096.9902001888267,101,0.9372347696967747,0.02230398177332973,0.852400004863739,0.9747999906539917,17.434782608695652,6.195553012173656,7.0,41.0,1.2871486246585846,0.8479715809226036,-0.0036006347072543576,0.0012640649292734452,0.04234975950201521,0.9372347696967747,0.02230398177332973,0.852400004863739,0.9747999906539917
74,151552,1028.1873412297286,103,0.9351060753283293,0.02868810025203567,0.769599974155426,0.9711999893188477,18.026086956521738,7.968918828598168,8.0,64.0,1.2728953957557678,0.8520162627100945,0.0021106838539708406,0.0012545001081889495,0.04399021424713846,0.9351060753283293,0.02868810025203567,0.769599974155426,0.9711999893188477
75,153600,911.1507340122855,105,0.9383609643796595,0.02241197286491323,0.8596000075340271,0.9711999893188477,17.121951219512194,6.225551029719114,8.0,39.0,1.2889116704463959,0.8527970239520073,-0.003991536737885326,0.0011005228298017755,0.04184941259736104,0.9383609643796595,0.02241197286491323,0.8596000075340271,0.9711999893188477
76,155648,928.0695856532099,107,0.9379457487898358,0.017603143782151973,0.8884000182151794,0.9711999893188477,17.23728813559322,4.889764415145371,8.0,31.0,1.311232402920723,0.8556820973753929,0.0035161427222192287,0.0009679519571363926,0.042788330453369425,0.9379457487898358,0.017603143782151973,0.8884000182151794,0.9711999893188477
