C:/Users/Frost/Documents/Dropbox/ITU/KurserITU/Thesis Project/Repository/src/torch_rl_scripts/train.py --algo ppo --env TMaze-1x5-v0 --model TMaze1x5 --save-interval 10

Namespace(algo='ppo', batch_size=256, clip_eps=0.2, discount=0.99, entropy_coef=0.01, env='TMaze-1x5-v0', epochs=4, frames=10000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, lr=0.0007, max_grad_norm=0.5, mem=False, model='TMaze1x5', optim_alpha=0.99, optim_eps=1e-05, procs=16, recurrence=1, save_interval=10, seed=1, tb=False, text=False, value_loss_coef=0.5)

Model successfully created

TMazeRLModule(
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (memory_rnn): LSTMCell(65, 65)
  (actor): Sequential(
    (0): Linear(in_features=65, out_features=65, bias=True)
    (1): Tanh()
    (2): Linear(in_features=65, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=65, out_features=65, bias=True)
    (1): Tanh()
    (2): Linear(in_features=65, out_features=1, bias=True)
  )
)

CUDA available: True

U 55 | F 112640 | FPS 0649 | D 162 | rR:usmM 0.39 0.11 0.11 0.65 | F:usmM 48.2 6.4 37.0 60.0 | H 1.423 | V 0.204 | pL -0.017 | vL 0.007 | V 0.041
U 56 | F 114688 | FPS 0636 | D 165 | rR:usmM 0.40 0.13 0.06 0.69 | F:usmM 46.2 5.5 35.0 60.0 | H 1.355 | V 0.244 | pL 0.002 | vL 0.010 | V 0.037
U 57 | F 116736 | FPS 0630 | D 168 | rR:usmM 0.40 0.11 0.19 0.65 | F:usmM 45.4 5.5 34.0 64.0 | H 1.356 | V 0.283 | pL 0.023 | vL 0.013 | V 0.041
U 58 | F 118784 | FPS 0686 | D 171 | rR:usmM 0.36 0.12 0.09 0.59 | F:usmM 47.3 6.0 38.0 60.0 | H 1.464 | V 0.271 | pL 0.021 | vL 0.011 | V 0.025
U 59 | F 120832 | FPS 0667 | D 174 | rR:usmM 0.37 0.14 0.07 0.70 | F:usmM 49.4 5.4 39.0 60.0 | H 1.530 | V 0.241 | pL 0.027 | vL 0.009 | V 0.033
U 60 | F 122880 | FPS 0632 | D 178 | rR:usmM 0.33 0.10 0.17 0.53 | F:usmM 53.4 5.6 42.0 62.0 | H 1.510 | V 0.192 | pL 0.007 | vL 0.005 | V 0.017
Model successfully saved
U 61 | F 124928 | FPS 0628 | D 181 | rR:usmM 0.30 0.12 0.06 0.57 | F:usmM 51.3 5.2 41.0 65.0 | H 1.578 | V 0.152 | pL 0.002 | vL 0.005 | V 0.015
U 62 | F 126976 | FPS 0520 | D 185 | rR:usmM 0.26 0.11 0.04 0.49 | F:usmM 54.1 6.2 37.0 65.0 | H 1.602 | V 0.149 | pL -0.000 | vL 0.004 | V 0.017
U 63 | F 129024 | FPS 0738 | D 188 | rR:usmM 0.34 0.14 0.05 0.62 | F:usmM 52.4 5.3 42.0 66.0 | H 1.510 | V 0.159 | pL -0.024 | vL 0.005 | V 0.019
